ARS_SUBJECT,CODE_STATUS,CODE_LEVEL,ID
spraying systems,ACTIVE,1,1b11b7e3-6cb6-4a34-b8e1-eaee4f3e59a5
starch production,ACTIVE,1,623bcfd8-5c24-4e1b-9b0c-d65c616e7509
steam systems,ACTIVE,1,f21b1296-d56e-4592-a710-bd962b9725d2
steerable parachutes,ACTIVE,1,565ba9ce-8026-46fa-a5b9-4da35370d79b
striplines,ACTIVE,1,25fb076c-b54f-4abb-afb0-57d0a52a6128
sub-orbital craft,ACTIVE,0,cf42f8a7-03fd-4e13-b8d1-fcfe1946a6e7
sub-systems for liquid rocket propulsion systems,ACTIVE,1,db114352-b4ab-4fef-9d23-8c5ab374be5a
submarines,ACTIVE,1,e7413905-d413-45e0-a5ac-81d0d5c8dd10
submersible equipment,ACTIVE,1,412c2230-a1ee-426d-a275-9dcdd2d79c37
submersible vehicle control systems,ACTIVE,1,79d63739-0ddf-40da-95f3-413e812444a9
submersible vehicles,ACTIVE,1,0bc64e96-982b-4648-b091-d08962732548
subsea cable handling equipment,ACTIVE,1,de224009-1c37-4369-8409-b8927f8653a8
substrates coated with resist materials,ACTIVE,1,db664d21-92ea-4acb-b2f9-0ed91a34945a
superconductive electrical equipment,ACTIVE,1,fbb8b250-f205-45cc-8464-b7f54a46148d
superconductive electromagnets,ACTIVE,1,cce85e11-f723-42b6-b599-5140a2d31d8d
superconductive electronic circuits,ACTIVE,1,0f911ae1-920b-491d-b0c5-839d9a72cfc5
superconductive electronic devices,ACTIVE,1,5db4cb9d-5cd8-4260-99c8-edb7dd0d6dec
superconductive materials,ACTIVE,1,5f07bf62-8624-499c-a23c-dbdaef015c57
superconductive solenoids,ACTIVE,1,331710af-1af5-4a8d-8c31-c7e4f312d66c
superplastic forming equipment,ACTIVE,1,0fecfe85-d297-4461-9cbf-81f00bb72ef2
superplastic forming tools,ACTIVE,1,aecc1153-3d8e-41ca-91f9-75422ccec147
surface coating equipment,ACTIVE,1,ef924000-ee55-431f-9171-fe5c83921668
surface launched rockets,ACTIVE,1,08a725e9-60bc-49dd-8c7f-1834365de864
surface modification equipment,ACTIVE,1,b57c2f2b-38c7-452d-b382-98e3c08bd9ac
surface-effect vehicles,ACTIVE,1,97f80815-0a67-4f41-846e-48c784c2e6a9
surface-to-air missiles,ACTIVE,1,949e8d58-ade6-4674-8e73-763c8aed2210
surface-to-surface missiles,ACTIVE,1,34bbbffd-fda9-483e-bc7b-22de0b48df69
syntactic foam,ACTIVE,1,974fcac3-9588-4e59-97ab-8a4ecc953f68
synthetic crystalline laser host materials,ACTIVE,1,08ed4c15-2d74-4bfa-84ad-7d9c30b8b155
synthetically produced diamond materials,ACTIVE,1,b05296c3-6280-41fb-907c-2bf980730cc8
systolic array computers,ACTIVE,1,76c4c1dc-de58-4940-b307-0bf598b66bd9
tactical shotguns,ACTIVE,1,73c81aec-0a29-4a3a-aa9b-14a20f032f1a
tanks,ACTIVE,1,381b6fc8-1b44-4507-9739-33ad6dd3c9e3
tannery processes,ACTIVE,1,fa6497c1-e908-41fc-b6c9-f3bcdf1e7e16
targeting equipment,ACTIVE,1,9a95159e-9785-4787-9d0d-b09c8aa42183
tear gas/irritant ammunition,ACTIVE,1,5bf8ac7a-f4db-4657-a2a0-ce7ad3823157
tear gas/riot control agents,ACTIVE,1,aebdd6d5-8a8e-45fd-a184-1db8bbbc2893
technical assistance for WMD,ACTIVE,1,0fbf504a-74cc-49fe-b70f-8e0e32135c3e
technical assistance for the application of surface coatings,ACTIVE,1,2e355188-4c59-4cc6-ad21-7bbca36215a0
technology for FADEC,ACTIVE,1,af7f4100-b355-4635-90e6-38b847bc4c8d
technology for active flight control systems,ACTIVE,1,b65cb995-d2a7-4efc-8fbe-c4d852e9592c
technology for advanced telecommunications equipment,ACTIVE,1,f7ffdf62-89f2-4d20-a732-4b0849c0d4f6
technology for aromatic polyamide fibres,ACTIVE,1,3418482e-2771-479f-bb02-8058d7507db0
technology for autoclaves,ACTIVE,1,2a5d5289-c5e8-4370-8387-8bf0bfa36e14
technology for ceramic base materials,ACTIVE,1,0937f056-0833-4b0f-9546-f5eba0ce4b32
technology for data integration for flight optimisation of rocket systems,ACTIVE,1,d4c6d8ef-788d-47cf-a899-9231abb16356
technology for development of wing-folding systems,ACTIVE,1,0e0642aa-3203-499c-997c-cefa1c52b746
technology for digital computers,ACTIVE,1,80cecc55-4e9f-4ec7-b322-b27c57844fd1
technology for electronic devices,ACTIVE,1,5bdaa4ac-f56b-475f-a48a-8914b26f08b6
technology for electronic vacuum tubes,ACTIVE,1,e61beee1-0acf-404e-9053-97128a937f4f
technology for engine flow path systems,ACTIVE,1,6b37fa8f-ee77-4bf4-a4df-feb37ba103c8
technology for fluoroelastomer compounds,ACTIVE,1,ab7ee29c-fcf9-4114-9781-9ce8665e894b
technology for gas turbine engines,ACTIVE,1,3d89ac82-8869-49ea-befd-5c0544417539
technology for helicopter systems,ACTIVE,1,26da9990-0b60-4a28-b7f5-972582250125
technology for helicopter/tilt rotor aircraft power transfer systems,ACTIVE,1,3e5b7262-50f3-49b2-bd64-afb7537aa297
technology for high performance diesel engines,ACTIVE,1,e2725142-fd6a-4e9a-bd6e-290751577e1e
technology for hydroclaves,ACTIVE,1,f7b9bdb7-88c2-497a-910d-a325738c2113
technology for hydrofoil vessels,ACTIVE,1,59224ca0-6ff8-48ce-a288-3467980db7d9
technology for intrusion software,ACTIVE,1,009704fc-4e62-4071-905a-119a0edca4d2
technology for laser communications techniques,ACTIVE,1,391a77b5-cb7a-4eba-8899-c2fb08f4d150
technology for materials controlled by entry 0C of the Dual-Use Regulation,ACTIVE,1,b68a0674-251e-4d19-8b6d-ddcd2afb19d3
technology for metal-working manufacturing processes,ACTIVE,1,9e98d822-5fb4-4721-9924-983af5fcd028
technology for navigation/avionics systems,ACTIVE,1,01c225dc-9ffd-4eae-9546-48bf0a6e5e86
technology for non-composite ceramic materials,ACTIVE,1,228a9e58-785b-49ae-8c7e-e4b0fda98805
technology for nuclear plant/equipment/materials/software controlled by entries 0A/0B/0C/0D of the Dual-Use Regulation,ACTIVE,1,5f7f5ef3-0a73-4807-ae78-0ad23c24283a
technology for nuclear plant/equipment/materials/software controlled by entries 0B/0C/0D of the Dual-Use Regulation,ACTIVE,1,a56926b6-5ec5-4732-a61d-68c90a6bc8fe
technology for optical fabrication using diamonds,ACTIVE,1,a8b0e8f5-6612-4aba-b74c-92725bede578
technology for optical surface coatings,ACTIVE,1,d6c3efa5-0a57-4087-ba14-0dd4f4bdb029
technology for optical surface treatments,ACTIVE,1,884619d9-821b-411e-aa62-625fb33b0328
technology for parallel computing electronic assemblies,ACTIVE,1,01445b73-26a7-42de-85a5-4123d6dd2516
technology for polybenzothiazoles,ACTIVE,1,14093aa8-1fb6-4adb-b525-449d87f5e401
technology for polybenzoxazoles,ACTIVE,1,5b36c195-a466-460f-b156-e96e6e992367
technology for propeller blades,ACTIVE,1,8bdc0d1e-cc0a-43e4-8191-86c7d24aca5b
technology for protection of aerospace electronic systems from electromagnetic pulse/interference,ACTIVE,1,2cd08a35-45fe-430a-a8c4-5a13a3e32b18
technology for pyrolitic materials,ACTIVE,1,da519134-2ba6-4c2a-b62a-793a8d9163d4
technology for satellite telecommunications equipment,ACTIVE,1,5208f0b3-d853-4231-b638-d3daed439897
technology for silicon wafers,ACTIVE,0,a065b26f-b201-4571-9d10-f825e6b3c255
technology for small waterplane area vessels,ACTIVE,1,91a76212-3285-4f14-abf4-f10f7d257f14
technology for software controlled by entry 0D of the Dual-Use Regulation,ACTIVE,1,2e0a158b-9cab-487c-911b-182ce062c41c
technology for software for shop floor advanced decision support,ACTIVE,1,40387765-8b12-4848-98a3-486bc3fe39f3
technology for spread spectrum techniques,ACTIVE,1,8f61a214-7056-4907-9a3b-bf514a120f40
technology for stretch-forming equipment,ACTIVE,1,dbbc10f6-3637-43be-ba72-5230549fbe2e
technology for substrates for electronic components,ACTIVE,1,977e804c-12f9-4dc2-af53-94b1b8f36ebf
technology for substrates of silicon carbide,ACTIVE,1,49e2e3fc-d722-4e16-a17e-ad2c42e73b0e
technology for substrates of silicon-on-insulator,ACTIVE,1,3640ce01-92f4-4b54-8656-2888d20896ac
technology for surface-effect vehicles,ACTIVE,1,93ecb0da-9a78-4d1a-8a88-0a2a5219ead4
technology for the application of surface coatings,ACTIVE,1,f7f3daff-3e18-4303-a40e-c26066fc334b
technology for the development of wing-folding systems,ACTIVE,1,bf33c1ca-c674-48fe-ac92-587f17aaa3b0
technology for the development/production/use of nuclear plant/equipment/materials/software controlled by entries 0A/0B/0C/0D of the Dual-Use Regulation,ACTIVE,1,9550c086-3c3c-46b2-a1be-4ded99bb7c63
technology for the development/production/use of nuclear plant/equipment/materials/software controlled by entries 0B/0C/0D of the Dual-Use Regulation,ACTIVE,1,055638cb-3e37-4760-850f-abbb11f79e31
technology for the incorporation of biocatalysts into military carrier substances/material,ACTIVE,1,f1998e26-1000-439b-8808-814a45bea20f
technology for wind tunnel models,ACTIVE,1,29c8be11-0279-4037-8b30-d935f0181b51
telecommunication optical fibres,ACTIVE,1,a1ff4678-9354-46f0-bd65-2cc8d7e6a787
telecommunications RF monitoring equipment,ACTIVE,1,5d4817a5-d5c3-4685-b7cf-bb8c2d2712c7
telecommunications equipment,ACTIVE,1,1a2aae88-28f0-408d-bb07-afa1bfff318c
telecommunications equipment protected from nuclear electromagnetic pulse,ACTIVE,1,85072b2b-e35a-4f34-b1a7-604b400ae8e0
telecommunications equipment using signal processing,ACTIVE,1,2ec7ed3f-1b90-465f-9d6a-4d4920c8d030
telecommunications interception equipment,ACTIVE,1,6fe57c90-5ea2-4233-8493-83915c56c9cc
telecommunications jamming equipment,ACTIVE,1,9ea66262-6799-4659-833c-6dda8f94954c
telecommunications software,ACTIVE,1,5839223f-1a26-41ef-a803-04c4d5f4b89e
telemetering/telecontrol equipment,ACTIVE,1,93f4bf51-4fea-42d1-baad-1b20a19380d9
temperature measurement equipment,ACTIVE,1,49da0b2e-8dab-411a-98bd-09b8144cbc78
test benches for rockets,ACTIVE,1,13a041ff-4a6c-4e5a-b415-55bca34b1a85
test equipment for composite materials,ACTIVE,1,30c74a1d-4609-4954-ba29-fdf2335b1af0
test equipment for gas turbines,ACTIVE,1,93744d52-929f-4ecb-ae05-fc743758c067
"test models for ""ML19 items""",ACTIVE,1,803f1695-f0bf-4a47-a5b0-61612216d50a
test stands for rockets,ACTIVE,1,24f5aa59-e763-40c7-9dea-bbf672e7a174
textile and lubricant production,ACTIVE,1,556b46c2-f10b-4020-836e-d5e9cafd87fc
thermal batteries,ACTIVE,1,afdd3c2b-e6f4-4516-a42a-82b999076d52
thermoplastic liquid crystal copolymers,ACTIVE,1,5225c132-2f55-4a92-bfb0-b215ef0a31d3
thorium,ACTIVE,1,679f0259-d763-4c13-af43-51f0d4082611
thumb/finger-cuffs,ACTIVE,1,2e85d884-d48f-4c3d-b251-ae68d4eb7758
thumb/finger-screws,ACTIVE,1,e331deee-185a-4ff6-99b5-87b3640daa1a
thyristors,ACTIVE,1,95227878-51bd-47cc-a904-0217356e69d7
torpedoes,ACTIVE,1,59b9258d-081c-4be0-8175-89c14aa6ed9c
towed hydrophone arrays,ACTIVE,1,6773a874-ddd0-4f99-87b7-e3158286cde4
toxic gas detectors,ACTIVE,1,3d383f27-9c83-4b5d-baf1-fa801a06ab36
toxic gas monitoring equipment,ACTIVE,1,a903188c-2331-45f7-9f11-aa5a805fd0e0
toxins,ACTIVE,1,f1024ccd-c441-4252-8bac-5b87db2c915e
transducers,ACTIVE,1,371fd813-5bbc-4d06-b3f7-df44e7fb9553
transducers for airflow skin friction testing,ACTIVE,1,f29cc805-9f42-4b1f-9478-97dfa73b9134
transmission systems for marine vessels,ACTIVE,1,cdb27e1c-93f4-4710-b323-b2a6d1711ca6
triggered spark gaps,ACTIVE,1,51e05a34-92bc-4e61-a6ea-e284a8feefd3
tritium,ACTIVE,1,99a64079-2e34-492b-b157-231e658a0dc1
tritium compounds,ACTIVE,1,c402f644-2d54-4dec-a270-02f08266a07c
tritium handling equipment,ACTIVE,1,64b1190c-8e47-423e-98e5-17dc329afdb0
tritium mixtures,ACTIVE,1,94d5ef08-8f4d-4767-b598-9f33c52ebe18
tritium production equipment,ACTIVE,1,7b57db0d-52ab-4bf7-b450-c47c48c9180f
tropospheric scatter communications equipment,ACTIVE,1,12391665-d0d3-484e-ae5e-745ad6bcb8ea
tungsten alloy in particulate form,ACTIVE,1,43fa0968-b2de-41a0-9832-2c07de1334cf
tungsten alloy tubes,ACTIVE,1,34626e7a-905d-4ded-b1a7-7c89b549c6d9
tungsten carbide tubes,ACTIVE,1,c71aa542-87e9-4f28-a9a7-90c9c70ce2dc
tungsten in particulate form,ACTIVE,1,8f236f43-347d-42ec-b855-a18541ae1db1
tungsten materials,ACTIVE,1,33b25c19-7158-47d9-8257-06437094cccc
tungsten tubes,ACTIVE,1,70b51792-afa3-40f1-b7f6-ce699e6677d9
turbofan engines,ACTIVE,1,6b9d2127-880f-4f7b-adad-73f4a13fac42
turbojet engines,ACTIVE,1,b04fbab3-34d4-4425-bb1a-0b4934064d7e
turboprop unmanned air vehicle engine systems,ACTIVE,1,d683f4dd-505d-40c5-b2bd-bf58528ab13e
turrets,ACTIVE,1,392e16d2-2fbc-4688-ac72-f380652a4ece
underwater air independent power systems,ACTIVE,1,2dae1e61-cbd3-4981-8e91-cb80cc32258c
underwater cable hydrophone arrays,ACTIVE,1,68e69f24-a5b0-41aa-bfbb-5fdecf4c5802
underwater electric field sensors,ACTIVE,1,283011b4-a321-4fd6-af02-82a7f65ca3f1
underwater electromagnetic receivers,ACTIVE,1,88326975-cf1d-47f8-9cc7-80c22decd8e7
underwater lighting systems,ACTIVE,0,e4ac990e-5141-47f5-bdd4-1c2665126037
underwater robotic equipment,ACTIVE,1,fa714753-4936-42c4-ad63-96fb985ba0f5
underwater sonar navigation systems,ACTIVE,1,a283068d-8f61-4e80-aa8e-daa123a7d56d
underwater telecommunications systems,ACTIVE,1,9418ae19-58c3-48b6-bfc3-eb18e145db72
underwater vision systems,ACTIVE,0,b12538d0-101e-4564-91ba-28f409212f56
unmanned aerial vehicle recovery systems,ACTIVE,1,8c0d8c84-b453-4378-a57f-ade62e5c4799
unmanned air vehicles,ACTIVE,1,cb07ec5a-e6aa-4202-a2ff-215a1f7282cb
uranium conversion equipment,ACTIVE,1,b7014e16-42b8-43cd-96e9-b32f080cc752
uranium isotope separation equipment,ACTIVE,1,f12e2a97-836d-4ed1-819d-e2d06eede31c
uranium-233,ACTIVE,1,7c360fe4-e7e0-458e-afe4-e34cabe4295b
vaccines,ACTIVE,1,25cf41e8-ba49-4be3-b6fd-5f1ef6265080
vacuum pumps,ACTIVE,1,2fcec341-2c61-4632-a6fd-831654533d93
vacuum systems,ACTIVE,1,9cb33141-ff53-4edc-8cad-38c45c7c94d3
valves,ACTIVE,1,d791d5a1-edda-4bac-a2c6-2d61c4fecee2
velocity interferometers,ACTIVE,1,f883e285-0867-4825-a009-cf7ab84dfc44
vessels fitted with military equipment,ACTIVE,1,3990bc9d-1c09-409a-bb21-cd01f8e03012
vibration test equipment,ACTIVE,1,8b7ede90-a506-4879-a4a4-fc74b587e662
viruses,ACTIVE,1,1f93cb3f-920d-4660-9cb1-89585958a1e0
wall/door breaching projectiles/ammunition,ACTIVE,1,763faf00-2832-4f0f-a899-25151ccfaf9b
water cannon,ACTIVE,1,9cf02113-c69f-4a97-8479-2e2fb58104b0
water tunnels,ACTIVE,1,317aaa15-41b6-44a1-8ec2-4ed8bacc594a
weapon control equipment,ACTIVE,1,f607d4ae-d6cc-4c44-b163-6458969fe6e8
weapon mountings,ACTIVE,1,243de5ef-224b-44aa-a1a7-9536c800e829
weapon night sights,ACTIVE,1,08fd7ab1-765b-4f5d-9d9b-7eb07263ca2d
weapon sight mounts,ACTIVE,1,c1966aaa-9794-487a-9a35-7ac9e5a2a640
weapon sights,ACTIVE,1,b49e371a-c2f2-42f9-9799-c284b9f8d397
welding equipment,ACTIVE,1,afb5e3c6-a482-480d-b217-1e77af95ad61
whips,ACTIVE,1,2e5d4a38-6dca-48ef-8947-1f1f3df12f42
wind tunnels,ACTIVE,1,b603dbab-8f12-40de-99ff-43e7a4f57ea9
workshop tools,ACTIVE,1,38b2e6fc-148f-4873-a4a3-650995a059bb
zirconium,ACTIVE,1,012ea62f-2dfb-4cd8-81a1-9b6e6b896e33
zirconium alloys,ACTIVE,1,b6d126bc-e4e9-4ed2-bf1f-b072d3e4da10
zirconium compounds,ACTIVE,1,fa3fef67-dd4e-4d43-ae0f-113019689e26
zirconium manufactures,ACTIVE,1,fbebc630-0eb7-4183-ba4f-280f82c17a5c
